   53737.832088    3049.2048     649.5296    3037.3818     649.5531    0.8034
   53737.991185     700.8598     734.4933     684.9553     734.5197    0.2778
   53756.822887    3812.4040     674.9612    3805.4517     674.9772    0.8487
   53766.853972    1625.8602     362.0037    1620.8654     362.0416    0.7461
   53966.139752    1874.8611     451.7979    1865.5205     451.8355    0.8250
   53967.130524    1872.1390     449.1398    1870.1197     449.1636    0.9051
   53968.072106    -170.9967         -nan    4058.0454     427.4089    0.8711
   53968.164800    1613.1172     491.2806    1610.3221     491.2988    0.8949
   53968.977293    1421.1910     609.7006    1418.3407     609.7121    0.7445
   53969.170740      -0.0000         -nan       0.0000         -nan      -nan
   53969.990296    1794.4178     417.4601    1793.6964     417.4861    0.9132
   53971.983848    1228.3604     488.9017    1221.2123     488.9337    0.6550
   53972.962527    1597.6092     430.5800    1597.6513     430.6055    0.8676
   53973.038534    1172.2508     428.0619    1170.5151     428.0909    0.7992
   53974.062160    1833.7492     521.3386    1825.9791     521.3638    0.7417
   53974.991542    1251.9462     367.8872    1252.8699     367.9239    0.7844
   53975.964037    1300.4428     370.2680    1291.0862     370.3161    0.5954
   53976.064261    1386.8937     359.0892    1379.4058     359.1372    0.7327
   53979.003510    1460.4989     447.7384    1459.0198     447.7657    0.8492
   53979.088479    1080.6405     411.8516    1080.1993     411.8787    0.8022
   53979.170282       0.0570         -nan    -106.3309      32.6394    0.0767
   53980.117609    1421.5295     406.9494    1417.5364     406.9803    0.8152
   53980.988993    1210.0569     352.7092    1211.2629     352.7445    0.6395
   53982.939051    1902.6943     730.6532    1831.6861     730.7389    0.3233
   53983.977704     813.3144     428.3576     805.6007     428.3954    0.4788
   53984.053221     738.0387     546.2985     723.3588     546.3303    0.3625
   53984.162014   -2140.0185     484.4386   -2149.5525     484.4665    0.5868
   53984.997453     893.1706     385.1348     878.6413     385.2020    0.5061
   53985.112146    1443.3294     387.4024    1411.5116     387.4699    0.4369
   53985.198051   -1218.2242     401.2351   -1219.5872     401.2768    0.4786
   53987.038214   -1514.1675     386.1740   -1542.0519     386.2703    0.4907
   53987.186271    -262.7090     367.2722    -285.6216     367.3649    0.1363
   53988.023500    6789.2828     375.1237    6437.6033     375.7843    0.5881
   53988.044738    3025.5037     387.8200    2849.9436     388.1090    0.4126
   53988.115219   44726.8821     486.5749   43200.5349     487.9363    0.7743
   53988.983063    -272.9777     410.6841    -282.6063     410.7322    0.1444
   53989.051745   -1038.4116     412.6736   -1058.9503     412.7592    0.4308
   53989.155432       4.2571         -nan    -361.7774     483.8781    0.2044
   53989.919826    -931.4664     415.8522    -950.1879     415.9339    0.4813
   53989.992282   -1692.6321     377.0794   -1706.4717     377.1657    0.6841
   53990.109665     232.0604     364.2861     188.0720     364.4157    0.0757
   53990.197809   -1353.8997     396.3325   -1380.2704     396.4503    0.6214
   53993.023647  -15312.8984     401.2966  -16015.5369     403.4348    0.8759
   53993.115786  -17490.5493     433.7085  -17858.0963     435.0558    0.9161
   53993.226931  -14871.9040     482.4498  -15310.9555     483.6906    0.8833
   53994.006567  -15670.7902     454.8445  -16114.0707     456.1900    0.9023
   53994.064677  -14330.3443     477.3921  -14684.1953     478.3542    0.8861
   53994.160335  -17668.4725     463.2481  -18008.3975     464.4872    0.9233
   53995.050078   -6799.2420     416.4602   -6969.9513     416.9960    0.8406
   53999.053427      40.2661     372.3702      29.6319     372.4430    0.0227
   53999.215378     359.4863     425.3136     352.2541     425.3595    0.3067
   54001.995773    1003.7684     429.2557    1000.5330     429.2782    0.7405
   54002.230231    2007.8269     557.4343    2006.1561     557.4470    0.8526
   54002.945239     924.4327     421.3037     922.8459     421.3279    0.6959
   54003.073871     876.2936     520.3834     871.7781     520.4019    0.6137
   54003.244549    1459.0823     550.4779    1450.6389     550.5026    0.6673
   54006.883741    1448.7987     451.0704    1449.2085     451.0852    0.8213
   54007.074329    1030.8984     462.0083    1028.7345     462.0276    0.7799
   54007.910431    1767.6396     459.4704    1763.2841     459.4998    0.8148
   54008.087064     722.9971     452.8680     720.3207     452.8904    0.5615
   54008.226836    1541.0424     430.9293    1538.2720     430.9569    0.8806
   54008.898088    1554.2933     350.6404    1548.6383     350.6874    0.8168
   54008.945724    1679.9213     395.6763    1600.5205     395.7818    0.3102
   54009.155426    1453.2629     381.6355    1446.4756     381.6909    0.8452
   54015.007946   -2253.2226     619.4044   -2495.1290     619.6747    0.2688
   54015.111460    3200.7380     539.4731    3135.1748     539.5852    0.6396
   54015.877005    2675.4153     393.2117    2660.2133     393.2549    0.7421
   54015.944741    7577.9154     428.1696    7552.5748     428.2337    0.8369
   54017.073755    -272.9510     432.6539    -297.7045     432.7021    0.1066
   54017.177628     956.4956     466.4639     951.5348     466.4847    0.5458
   54021.916027    2039.9771     379.0431    2030.6650     379.0875    0.8336
   54022.086752    1337.5533     392.2705    1336.9428     392.2969    0.8794
   54029.056022     790.1567     412.1856     788.6914     412.2085    0.7300
   54029.884109    2754.2133     403.0348    2744.3999     403.0702    0.8810
   54030.059377     664.2541     365.2221     662.4040     365.2658    0.5507
   54030.873163      -0.0000         -nan       0.0000         -nan      -nan
   54031.077589     982.2812     420.1481     980.2773     420.1694    0.6990
   54032.086225    1087.9811     372.6432    1083.3855     372.6891    0.8008
   54043.866322      -0.0000         -nan       0.0000         -nan      -nan
   54044.052175   -1566.1863     518.8344   -1600.3922     518.8962    0.4435
   54044.160766   -6432.4329     526.2626   -6578.1376     526.4721    0.6600
   54052.823657     -15.0618         -nan   14458.9901     143.9126    0.3403
   54053.143086    -603.5781     402.0750    -659.9201     402.1631    0.1472
   54056.018647     610.5933     508.9676     608.6841     508.9836    0.5822
   54056.986806    1025.5249     468.0685    1023.8083     468.0885    0.8301
   54057.070076     869.5213     596.7197     865.1253     596.7341    0.6033
   54057.839803    2138.9753     478.6276    2048.5653     478.7594    0.3921
   54062.025685     301.4592     387.0365     298.7710     387.0823    0.3200
   54062.816959    1484.8415     419.7427    1471.4909     419.7858    0.7154
   54063.030891     492.0629     435.4436     487.0098     435.4805    0.4635
   54067.920162    1407.6589     764.3634    1384.6039     764.3999    0.4320
   54068.951911     338.7453     550.4301     330.5713     550.4514    0.2276
   54069.071971    1617.4462     622.9218    1611.2660     622.9388    0.7648
   54069.985316     807.5702     479.7031     787.5110     479.7644    0.4109
   54070.975053   -1117.2070     564.1973   -1262.9952     564.4143    0.2093
   54071.947659      67.1790     534.1493      -6.1441     534.2516    0.0014
   54072.062691    -810.5660     581.8429    -885.2017     581.9304    0.1622
   54073.024805   -6739.2918     501.3180   -6918.8396     501.5943    0.6782
   54073.995071    -879.3576     535.6121    -909.1334     535.6671    0.3377
   54075.936159     -74.5042     421.9843     -79.1791     422.0242    0.0738
   54077.016146     322.1107     640.4358     315.7875     640.4519    0.2243
   54083.926384    -135.3287     557.4417    -138.7107     557.4595    0.1408
   54091.008425     670.8973     505.0811     658.9361     505.1180    0.4061
   54098.870853    -371.6767     590.9171    -385.9374     590.9494    0.1997
   54100.015071    -196.7334     734.7876    -248.0541     734.8633    0.0569
   54100.861408    -827.0607     402.8318    -846.2707     402.9193    0.4411
   54103.964556     213.6680     512.6453     186.3261     512.7069    0.0794
   54104.874304     774.2876     443.7271     657.7815     443.9464    0.1325
   54105.920547  -13012.3951     479.2046  -13346.4334     479.7890    0.7610
   54106.868027      70.9418     528.3372    -131.8217     528.6216    0.0182
   54106.962727   -2671.8881     633.9127   -2803.6798     634.0756    0.3942
   54108.964487   -1283.8542     486.9358   -1314.3119     487.0277    0.5195
   54109.870530      59.9066     373.4564     -33.1115     373.6067    0.0065
   54110.831717   -1493.6320     432.2593   -1515.5153     432.3494    0.6672
   54113.832469   -1609.6723     539.9364   -1628.2287     539.9779    0.6494
   54113.945998   -1062.2544     700.4254   -1075.6537     700.4525    0.4846
   54114.830617   -2212.7293     387.0900   -2252.6398     387.2616    0.7486
