   53234.093220   -2716.9469     800.2772   -2734.9433     800.3049    0.6074
   53235.002552    -197.8795     597.7944    -215.5947     597.8236    0.0763
   53235.967716    4203.3172     679.1720    4166.5799     679.2269    0.7391
   53239.065163    -725.5125     531.4538    -730.7753     531.4787    0.3536
   53240.063021    2125.1024     683.5933    2112.5060     683.6155    0.6065
   53242.104698    -162.3305     612.3537    -176.2691     612.3780    0.0546
   53245.136380   -2074.3216     497.5502   -2092.8102     497.5953    0.5276
   53248.931967    -107.3256     501.4603    -200.7750     501.5700    0.0348
   53249.066072    1816.6510     650.1476    1753.6608     650.2140    0.3022
   53250.063664   -1843.3573     514.0604   -1863.5627     514.1030    0.4967
   53252.158132     158.2351     554.9661     145.3147     554.9929    0.0602
   53254.179723      -0.0000         -nan       0.0000         -nan      -nan
   53254.924382   -3072.5665     692.1476   -3094.3488     692.1901    0.6989
   53256.970338      33.2552     590.7905      12.3539     590.8276    0.0039
   53257.912489    -931.3688     487.3292    -955.7198     487.3839    0.3431
   53259.066294     562.2729     518.0035     539.0341     518.0489    0.2000
   53259.978942   -1039.6901     503.0574   -1050.8097     503.0971    0.4396
   53260.118090      67.5452     560.4679      24.9045     560.5370    0.0065
   53262.913202   -1093.3678     518.5376   -1121.6538     518.5895    0.3714
   53272.076350     646.0861     553.5420     628.9851     553.5825    0.2989
   53282.066447   -1074.9808     491.1475   -1085.0158     491.1804    0.3821
   53284.086970    1408.5278     540.4264    1381.5403     540.4719    0.4029
   53285.064767    -926.4077     494.1440    -937.6714     494.1813    0.4135
   53293.953793     100.5245     451.8106      87.6745     451.8440    0.0392
   53294.899228      -0.0000         -nan       0.0000         -nan      -nan
   53295.066034   -1039.1191     542.4565   -1068.9724     542.5033    0.2656
   53300.920510      -0.0000         -nan       0.0000         -nan      -nan
   53301.065440   -1195.6144     585.0958   -1207.7460     585.1271    0.4505
   53302.921923     -84.9113     668.2647    -103.2442     668.2922    0.0299
   53303.067142     424.0685     676.6674     396.8184     676.7109    0.1113
   53303.978711   -3943.4276     464.5302   -3953.7103     464.5787    0.7000
   53304.064705    1621.5547     474.7837    1596.0220     474.8318    0.4439
   53304.939783    1816.3084     541.1607    1769.7053     541.2218    0.3607
   53305.065633      68.8956         -nan   -6672.8989     562.5441    0.3728
   53324.907129     121.7175     792.6948     107.0966     792.7189    0.0341
   53324.913853    1862.3363     731.7053    1846.2363     731.7326    0.5487
   53324.920452    3328.1226     760.1804    3309.9481     760.2119    0.7133
   53324.927040    1104.1839     764.4667    1091.7497     764.4873    0.3886
   53324.933680    2479.2683     869.7259    2459.5515     869.7512    0.5378
   53340.898429    1890.8324     693.4356    1880.8372     693.4543    0.5341
   53346.903001    1366.1379     635.1923    1346.4405     635.2303    0.4724
   53346.915925    1329.7729     585.5678    1316.2692     585.5989    0.4948
   53346.924944     575.3175     589.9204     555.4227     589.9546    0.2102
   53347.903977     238.2481     559.4066     222.8154     559.4441    0.0945
   53348.957351     592.0836     516.0715     584.2307     516.0977    0.2845
   53359.898422     817.0522     799.4945     774.8762     799.5464    0.1700
   53369.909499    -224.6968     624.0394    -258.7197     624.0813    0.0599
   53372.926898   -1420.5793    1077.7195   -1530.6104    1077.8388    0.1417
   53373.897986     813.7263     550.7703     798.1995     550.8022    0.3032
   53377.903213     389.5912     564.4202     375.9328     564.4510    0.1732
   53378.900812   -2821.2354     568.6164   -2833.4889     568.6445    0.6382
   53378.919168    1233.6971     586.8060    1223.1096     586.8275    0.4405
   53382.923916     738.6636     774.2164     724.4131     774.2389    0.2503
   53384.905112     396.9741     506.6662     383.2527     506.7067    0.1708
   53598.148009    -324.2214     642.0767    -328.7963     642.0940    0.2932
   53599.008939     802.6112     558.1551     792.8623     558.1817    0.3915
   53599.134486    -228.2631     468.3162    -242.0706     468.3590    0.1567
   53604.991578     192.9277     503.1578     174.8950     503.1965    0.0635
   53605.131613    2122.6558     443.6513    2054.3298     443.7159    0.3212
   53605.971982     458.5883     534.5604     449.1605     534.5898    0.2194
   53606.990849    2059.1135     775.3553    2021.5025     775.4104    0.4149
   53610.017974     829.6767     554.5267     822.6953     554.5512    0.4480
   53610.145132      -0.0000         -nan       0.0000         -nan      -nan
   53613.971578    -186.5996     492.9508    -191.9390     492.9763    0.1181
   53614.129236      -0.0000         -nan       0.0000         -nan      -nan
   53614.965426     -36.2267     512.7685     -48.9944     512.8004    0.0228
   53615.979044    -610.7275     497.9787    -628.4551     498.0291    0.2710
   53616.128010      -0.2409         -nan     704.5006      52.5209    0.0894
   53617.171992     995.1416     580.7333     992.3067     580.7500    0.4784
   53617.972238    -203.0804     692.0916    -207.5284     692.1066    0.1161
   53618.129114     431.1742     616.7559     427.0050     616.7747    0.2769
   53619.167789      -0.0000         -nan       0.0000         -nan      -nan
   53625.971638     379.3996    1006.3696     376.1262    1006.3921    0.1073
   53627.981417   -1416.2997    1038.4718   -1427.6838    1038.5031    0.3421
   53628.130302      -0.0538         -nan      70.1126     491.0712    0.0410
   53629.009387     102.5177     485.5518      92.7441     485.5888    0.0566
   53629.130413      -0.0000         -nan       0.0000         -nan      -nan
   53646.144171      -0.0000         -nan       0.0000         -nan      -nan
   53647.969764      -0.0000         -nan       0.0000         -nan      -nan
   53648.966688      -0.0000         -nan       0.0000         -nan      -nan
   53649.129686   -1710.9238     454.2543   -1715.9552     454.2894    0.6049
   53653.974556      -0.0000         -nan       0.0000         -nan      -nan
   53654.140809    1500.1506     766.6805    1482.2393     766.7099    0.4676
   53656.129683      -0.0000         -nan       0.0000         -nan      -nan
   53657.129944      -0.0000         -nan       0.0000         -nan      -nan
   53661.132064      -0.0000         -nan       0.0000         -nan      -nan
   53661.176851      -0.0000         -nan       0.0000         -nan      -nan
   53662.141793      -0.0000         -nan       0.0000         -nan      -nan
   53664.162692      -0.0000         -nan       0.0000         -nan      -nan
   53664.853878      -0.0000         -nan       0.0000         -nan      -nan
   53664.967024      -0.0000         -nan       0.0000         -nan      -nan
   53665.135061    -204.0707     555.6483    -205.2498     555.6670    0.1187
   53665.832332      -0.0000         -nan       0.0000         -nan      -nan
   53666.825980    -597.1309     583.6719    -604.7476     583.6968    0.3907
   53666.968992      -0.0000         -nan       0.0000         -nan      -nan
   53667.854443       0.8188         -nan   -1733.7318     299.1992    0.4362
   53667.980064      -0.0000         -nan       0.0000         -nan      -nan
   53671.322626    3848.3841     804.1507    3843.1085     804.1730    0.7046
   53675.011445      -0.0000         -nan       0.0000         -nan      -nan
   53676.972978      -0.0000         -nan       0.0000         -nan      -nan
   53677.976332      -0.0000         -nan       0.0000         -nan      -nan
   53678.976952       0.0079         -nan     -26.5538      42.0844    0.0508
   53679.964436   -3350.8808     930.1574   -3353.1710     930.1693    0.7545
   53680.167131     630.1168     673.4708     613.2659     673.5010    0.2365
   53680.861570      -0.0000         -nan       0.0000         -nan      -nan
   53680.963556      -0.0000         -nan       0.0000         -nan      -nan
   53681.844134    -183.8854     525.8528    -207.1730     525.8975    0.0704
   53682.878460   60974.9571     696.4599   60526.2140     697.0649    0.8309
   53684.000010       0.2190         -nan    -686.0540     127.6514    0.2246
